!
!Date: 01/12/2023
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Gene	Gene Systematic Name	Phenotype	Experiment Type	Experiment Type Category	Mutant Information	Strain Background	Chemical	Details	Reference
UBX7	YBR273C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: ubx7-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
SSH1	YBR283C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: ssh1-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
PMT1	YDL095W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: pmt1-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
PAC2	YER007W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: pac2-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
SCS2	YER120W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: scs2-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
PDA1	YER178W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: pda1-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
SAP155	YFR040W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: sap155-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
GET1	YGL020C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: get1-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
XRN1	YGL173C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: xrn1-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
SAE2	YGL175C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: sae2-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
AIR1	YIL079C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: air1-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
VPS53	YJL029C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: vps53-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
RTT101	YJL047C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: rtt101-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
STE24	YJR117W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: ste24-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
CTK1	YKL139W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: ctk1-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
VIP1	YLR410W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: vip1-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
ERG6	YML008C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: erg6-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
PPZ1	YML016C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: ppz1-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
RAD52	YML032C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: rad52-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
NUP188	YML103C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: nup188-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
AVO2	YMR068W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: avo2-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
ERG2	YMR202W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: erg2-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
SCJ1	YMR214W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: scj1-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
PUB1	YNL016W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: pub1-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
CRZ1	YNL027W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: crz1-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
LSM7	YNL147W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: lsm7-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
PHO80	YOL001W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: pho80-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
ALG6	YOR002W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: alg6-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
CKA2	YOR061W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: cka2-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
VPS21	YOR089C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: vps21-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
ISW2	YOR304W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: isw2-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
HAP5	YOR358W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: hap5-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
CHL1	YPL008W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: chl1-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
ARL3	YPL051W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: arl3-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
NHP6A	YPR052C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: nhp6a-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
ERG11	YHR007C	resistance to chemicals: increased 	classical genetics	classical genetics	overexpression	S288C	100 ug/ml doxycycline, 20 ug/ml fluconazole	Details: resistant to the synergistic effects of doxycyline and fluconazole 	Fiori A and Van Dijck P (2012) PMID:22564841
RAD57	YDR004W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: rad57-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
VAC8	YEL013W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: vac8-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
GDA1	YEL042W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: gda1-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
DOT6	YER088C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: dot6-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
BCK2	YER167W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: bck2-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
DAL81	YIR023W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: dal81-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
POL32	YJR043C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: pol32-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
HOC1	YJR075W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: hoc1-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
PHO86	YJL117W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: pho86-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
SPT21	YMR179W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: spt21-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
RTT106	YNL206C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: rtt106-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
IES2	YNL215W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: ies2-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
CSM3	YMR048W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: csm3-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
RAS2	YNL098C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: ras2-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
ALP1	YNL270C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: alp1-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
RAD17	YOR368W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: rad17-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
SGF11	YPL047W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: sgf11-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
RIF1	YBR275C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: rif1-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
DCC1	YCL016C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: dcc1-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
HCM1	YCR065W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: hcm1-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
DPB4	YDR121W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: dpb4-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
TIF4632	YGL049C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: tif4632-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
LCB3	YJL134W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: lcb3-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
RPS4A	YJR145C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: rps4a-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
UBR2	YLR024C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: ubr2-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
SIC1	YLR079W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: sic1-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
PMS1	YNL082W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: pms1-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
CLA4	YNL298W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: cla4-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
BRR1	YPR057W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: brr1-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
CLB5	YPR120C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: clb5-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
SWI4	YER111C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: swi4-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
OAF1	YAL051W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: oaf1-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
RGD1	YBR260C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: rgd1-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
SRO9	YCL037C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: sro9-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
FAB1	YFR019W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: fab1-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
UBR1	YGR184C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: ubr1-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
SRS2	YJL092W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: srs2-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
RAD26	YJR035W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: rad26-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
RAD5	YLR032W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: rad5-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
ERG3	YLR056W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: erg3-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
HCR1	YLR192C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: hcr1-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
EST1	YLR233C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: est1-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
ERV25	YML012W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: erv25-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
PSH1	YOL054W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: psh1-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
IES4	YOR189W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: ies4-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
TCO89	YPL180W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: tco89-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
CTF4	YPR135W	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: ctf4-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
KAR3	YPR141C	resistance to chemicals: increased 	systematic mutation set	large-scale survey	null Allele: kar3-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
ERG25	YGR060W	resistance to chemicals: increased 	classical genetics	classical genetics	repressible	S288C	63.1 uM fluconazole		Smith JD, et al. (2016) PMID:26956608
ERG3	YLR056W	resistance to chemicals: increased 	classical genetics	classical genetics	repressible	S288C	63.1 uM fluconazole		Smith JD, et al. (2016) PMID:26956608
YJL132W	YJL132W	resistance to chemicals: increased 	classical genetics 	classical genetics	null Allele: yjl132w-Δ	S288C	16 μg/ml fluconazole		Daum G, et al. (1999) PMID:10341423
MGE1	YOR232W	resistance to chemicals: increased 	classical genetics 	classical genetics	overexpression	S288C	20 μg/mL fluconazole		Demuyser L, et al. (2017) PMID:28720726
YDR249C	YDR249C	resistance to chemicals: increased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: abrogates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
ERG11	YHR007C	resistance to chemicals: increased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: abrogates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
YML018C	YML018C	resistance to chemicals: increased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: abrogates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
SKS1	YPL026C	resistance to chemicals: increased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: abrogates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
TEL1	YBL088C	resistance to chemicals: increased 	systematic mutation set 	large-scale survey	null Allele: tel1-Δ	S288C	100 uM fluconazole		Kapitzky L, et al. (2010) PMID:21179023
BSC2	YDR275W	resistance to chemicals: increased 	classical genetics 	classical genetics	overexpression	S288C	15 µg/ml fluconazole		Huang Z, et al. (2021) PMID:34482605
IRC23	YOR044W	resistance to chemicals: increased 	classical genetics 	classical genetics	overexpression	S288C	15 µg/ml fluconazole		Huang Z, et al. (2021) PMID:34482605
SET4	YJL105W	resistance to chemicals: increased 	classical genetics 	classical genetics	null Allele: set4-Δ	S288C	12 μg/mL fluconazole		Serratore ND, et al. (2018) PMID:29263028
